227,FederUnacoma (Italian Agricultural Machinery Manufacturers Federation)
228,Feerum
229,Fella (AGCO)
230,Felleskjøpet Agri
231,Fenaco
232,Fendt (AGCO)
233,Ferrari Trattori
234,FieldSense
235,Fliegl
236,Fliegl Agrartechnik GmbH
237,FMR Maskiner
238,FPT Industrial (CNHI)
239,Frans Vervaet B.V.
240,Fraunhofer Center X-ray Technology EZRT
241,Fritzmeier Umwelttechnik GmbH & Co. KG
242,Garant-Kotte
243,Garford Farm Machinery Ltd
244,Gartenland GmbH
245,Gazprombank Leasing
246,GEA GROUP AG
247,geo-konzept GmbH
248,German Association of Machinery Manufacturers (VDMA)
249,Getreide AG
250,Glencore Agriculture
251,Goldoni (Lovol)
252,Gomselmash
253,Goodvalley
254,Google LLC
255,Government of Austria
256,Government of Belarus
257,Government of German state of Baden-Württemberg
258,Government of Hungary
259,Government of Italy
260,Government of Japan
261,Government of Kazakhstan
262,Government of North Kazakhstan Region
263,Government of Orenburg Region in Russia
264,Government of Romania
265,Government of Rostov Region in Russia
266,Government of Russia
267,Government of South Korea
268,Government of the United States
269,Government of Turkmenistan
270,Government of Ukraine
271,Government of Uzbekistan
272,Government of Voronezh Region in Russia
273,Government of Zimbabwe
274,Grasdorf
275,Great Plains (Kubota)
276,Grégoire (SDF Group)
277,Grégoire-Besson S.A.S.
278,Grimme
279,Grimme Landmaschinenfabrik GmbH & Co. KG
280,Grimme Skandinavien A/S
281,Grimme UK Ltd
282,Group Schumacher
283,Groupe Latitude GPS
284,GSI Group LLC
285,GVS Agrar AG
286,Hamblys
287,Hankkija Oy
288,Hardi (Exel Industries)
289,Helms TMT Centret A/S
290,Herborg Maskinforretning
291,He-VA
292,Hissink & Zonen
293,Hogervorst Sprayer Solutions
294,Holde Agri Invest
295,Holmer
296,Holmer Maschinenbau GmbH
297,Honey Bee Manufacturing
298,Horsch Maschinen GmbH
299,HRN Tractors
300,Hummingbird Technologies
301,Hürlimann (SDF Group)
302,IBM Corporation
303,Indian Agricultural Research Institute
304,Indigo Agriculture
305,Innovative Vehicle Institute
306,Interagri Bulgaria
307,International Tractors Ltd (ITL)
308,Iowa State University
309,Ipso SRL
310,Iveco (CNHI)
311,Iveco Bus (CNHI)
312,J Hundahl
313,J. Stehouwer Mechanisatie BV
314,J.C.  Bamford Excavators Ltd. (JCB)
315,Jacto
316,JCB
317,Jean Heybroek
318,JJ Dabekausen BV
319,John Deere (Deere & Co.)
320,John Deere Ibérica
321,John Deere Polska
322,John Deere Russia
323,Johnston Tractors
324,Joseph Vögele AG
325,JPMorgan Chase & Co.
326,Jungheinrich AG
327,Junkkari
328,Kamps de Wild BV
329,Karlsruhe Institute of Technology (KIT)
330,Kaweco
331,KazAgroFinance
332,Kazrost Engineering
333,KBBG (Kubota Bulgaria)
334,Kernel (kernel.ua)
335,Kharkiv Tractor Plant (HTZ ??? KhTZ)
336,King Agro (Deere & Co.)
337,Kinze Manufacturing
338,Kioti Tractors
339,Kirov Plant (Kirovets)
340,KITE Zrt
341,Kleemann
342,KMZ Industries
343,KÖCKERLING GmbH & Co. KG
344,Komatsu
345,Kongskilde (CNHI)
346,Kotte GmbH & Co. KG
347,Kotte Landtechnik GmbH & Co. KG
348,Kragmann A/S
349,Kramer (Wacker Neuson)
350,Kramer-Werke GmbH
351,Kramp Groep
352,Krampe Fahrzeugbau GmbH
353,Krone
354,Krone Commercial Vehicle Group
355,Krone UK
356,Kubota
357,Kubota (Deutschland) GmbH
358,Kubota (U.K.) Ltd
359,Kubota Agricultural Machinery India Pvt. Ltd.
360,Kubota Corporation
361,Kubota España SA
362,Kubota Holdings Europe B.V.
363,Kubota Tractor Corporation
364,Kuhn (Bucher)
365,Kuhn Farm Machinery (UK) Ltd
366,Kuhn Group
367,Kusto Agro Farming (????? ???? ???????)
368,Kverneland (Kubota)
369,Kverneland Group
370,Kverneland Group CIS
371,Kverneland Group Kerteminde AS
372,Kverneland Group Operations Norway AS
373,Lagerhaus Technik-Center (LTC)
374,Lamborghini Trattori (SDF Group)
375,Landini (Argo)
376,Lantbrukarnas Riksförbund (LRF)
377,Lantmännen
378,Lantmännen Maskin
379,Laser Zentrum Hannover e.V.
380,Lely
381,Lemken
382,LEMKEN GmbH & Co. KG
383,Liebherr
384,Lindner Traktoren
385,Lindsay Corporation
386,Lister Wilder Ltd
387,Louis Dreyfus
388,Louis Dreyfus S.A.S.
389,Lovol
390,Lovol Heavy Industry Co Ltd
391,LS Tractors
392,Magni Telescopic Handlers SRL
393,Mahindra & Mahindra Limited (M&M)
394,Mahindra Brasil
395,Mahindra USA
396,Malkom
397,Manitou (Manitou Group)
398,Manitou BF S.A. (Manitou Group)
399,Manna Irrigation Intelligence
400,Marathon Group
401,Mark Weatherhead Ltd.
402,Maschinenfabrik Bernard Krone GmbH & Co. KG
403,Maschio Gaspardo
404,Maskinhandler Indkøbsringen (MI)
405,Maskinpartner A/S
406,Massachusetts Institute of Technology (MIT)
407,Massey Ferguson (AGCO)
408,MAZ (Minsk Automobile Plant)
409,Mazzotti (Deere & Co.)
410,McCormick (Argo)
411,Mckinsey & Company
412,Mechan Groep
413,Mechanisatiebedrijf GroeNoord
414,Mercedes-Benz (Daimler)
415,Merit Functional Foods
416,Merlo
417,Merlo S.p.A. (Merlo Group)
418,MHP SE
419,Microsoft Corporation
420,MIG Agricultural Co. Ltd.
421,Ministry for Economic Cooperation and Development@Government of Germany
422,Ministry of Agriculture Fisheries and Food@Government of Spain
423,Ministry of Agriculture@Government of Italy
424,Ministry of Agriculture@Government of Russia
425,Ministry of Economic Development@Government of Italy
426,Ministry of Environment and Food@Government of Denmark
427,Ministry of Industry and Trade@Government of Russia
428,Minsk Tractor Works (MTZ Belarus)
429,Miratorg Holding (previously Agri-Business Holding)
430,Mirogroup Resources
431,Mironovsky Hleboproduct (MHP Group)
432,Mitsubishi Mahindra Agricultural Machinery Co. Ltd.
433,Monarch Tractor
434,Monash University
435,Monsanto
436,Morbark LLC
437,Motrac Industries
438,MTT Tractors BV
439,Mutares SE & Co
440,Müthing GmbH & Co.
441,NAIO Technologies
442,National Science Foundation
443,National University of Singapore
444,Nellemann Machinery
445,NEOLINE SAS
446,Netafim
447,Netherton Tractors Ltd
448,New Holland (CNHI)
449,New Holland Construction (CNHI)
450,New Leader Manufacturing
451,NewTec Ost Vertriebsgesellschaft mbH
452,NewTec Vertriebsgesellschaft für Agrartechnik GmbH
453,Next2Sun
454,Nhr Agropartners SRL
455,Nibulon
456,Nikola Corporation
457,Northwestern University
458,Norwegian Agro Machinery
459,Novariant
460,Novatel
461,Nutrien Ltd.
462,Nvidia
463,Orthman
464,OSRAM LICHT AG
465,Östra Sönnarslövs Traktorservice AB
466,Ovostar Union
467,P Tuckwell Ltd
468,Panasonic
469,Parrot SA
470,Pasquali
471,Pegas-Agro
472,Perkins
473,Pessl Instruments
474,Pichon (Samson)
475,PiX4D
476,PLA S.A.
477,Ploeger
478,PM-Pro
479,Politecnico di Torino
480,Pöttinger
481,Pöttinger UK
482,Precision Decisions
483,Precision Planting LLC
484,Proagrica
485,Pronar
486,Protein Industries Canada
487,PV Dobson
488,Quivogne
489,Rabobank
490,Rabobank Groep N.V.
491,Radicle Growth
492,Raiffeisen Bank Aval
493,Raiffeisen Waren GmbH
494,Raiffeisen Waren-Zentrale Rhein-Main eG
495,Rauch
496,RAUCH Landmaschinenfabrik GmbH
497,Raven Industries
498,RDO Equipment Co.
499,Reesink Agri
500,Reform-Werke Bauer & Co GmbH
501,Regional Government of Andalusia
502,Reime Landteknikk
503,Rigitrac-Traktorbau AG
504,Ripon Farm Services
505,Ristone Holding
506,Rivulis Irrigation
507,Robert Bosch GmbH
508,Robert Schuster Fahrzeuge und Landmaschinen GmbH
509,RootWave
510,Ros Agro PLC
511,Rosagroleasing
512,Rosspetsmash
513,Rostok Holding
514,Rostselmash
515,Rothamsted Research
516,Royal Reesink BV
517,Royal Traktor Zrt
518,RSM Agrartechnik GmbH
519,Rusagro Group
520,Rusmolco
521,Russell Group
522,Russian Academy of Sciences
523,Russian Agricultural Bank (Rosselkhozbank)
524,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy
525,RWA Raiffeisen Ware Austria AG
526,RWZ Rhein-Main eG
527,Salford Group
528,Samasz
529,Same (SDF Group)
530,Same Deutz-Fahr Deutschland GmbH
531,Sampo-Rosenlew Oy
532,Samson
533,Samson Agro A/S
534,Sanko Holding
535,SANY
536,SAP SE
537,Saudi Agricultural and Livestock Investment Company (SALIC)
538,Savings Bank of Russian Federation (Sberbank)
539,Schäffer Maschinenfabrik GmbH
540,Schuler Manufacturing
541,Schwarzmayr Landtechnik
542,SD Kjærsgaard
543,SDF Group
544,Sea Specialized Port Nika-Tera
545,Securities and Exchange Commission@Government of the United States
546,Seges
547,Semler Agro Holding A/S
548,Sensor-Technik Wiedemann GmbH (STW)
549,Serco Landtechnik AG
550,Sharmans
551,SIA Baltic Agro Machinery
552,SIP
553,Skolkovo Foundation
554,Small Robot Company
555,Smart Guided Systems (Smart Path Systems)
556,Snorkel
557,Sogaz
558,Solectrac
559,Solideal
560,Solis (ITL)
561,Sonalika (ITL)
562,South Dakota State University
563,Spearhead Machinery Ltd
564,Stanford University
565,Stara
566,Stecomat SARL
567,Steketee
568,STEYR Traktoren (CNHI)
569,Stichting De Hoeksche Waard op de Kaart
570,Stihl
571,Strom Praha
572,Strube D&S GmbH
573,Stücker Landtechnik
574,Sukup Manufacturing Co
575,Sulky-Burel
576,SwarmFarm Robotics
577,Swecon
578,Swedish Agro Machinery
579,Swiss Federal Office of Agriculture
580,SYDBANK A/S
581,Symbio - a Faurecia Michelin Hydrogen Company
582,Syngenta Group Co Ltd
583,T&G Global Limited
584,Tanco
585,Taranis
586,TARMAKBIR
587,TBS Maskinpower
588,Team 3 Services
589,Technische Universiteit Delft
590,Technotorg
591,Tecnoma (Exel Industries)
592,Tehnos
593,TELEFONAKTIEBOLAGET L.M. ERICSSON
594,TELUS Ventures
595,Temasek Holdings
596,Terramera Inc
597,TerrAvion
598,The Boeing Company
599,The State Bank for Foreign Economic Affairs of Turkmenistan
600,Thrive AgTech
601,Thurlow Nunn Standen
602,Titan Machinery Germany
603,Titan Machinery Inc.
604,Titan Machinery Romania SRL
605,Titan Machinery Ukraine
606,tks Agri
607,Tong Yang Moolsan Co. (TYM)
608,Topcon
609,Toshiba Corporation
610,Toyota Motor Corporation
611,Tractors and Farm Equipment Limited (TAFE)
612,Tramontini
613,Trimble Inc
614,Tümosan Motor Traktör
615,U.S Agency for International Development
616,U.S. Federal Communications Commission (FCC)
617,Unia
618,Union of Industrialists and Entrepreneurs of Turkmenistan
619,United Nations
620,Universitat Politècnica de València (UPV)
621,University of Bologna
622,University of Bonn
623,University of California San Diego
624,University of Cambridge
625,University of Copenhagen
626,University of Córdoba
627,University of Hohenheim
628,University of Illinois at Urbana-Champaign
629,University of Lincoln
630,University of Maryland
631,University of Melbourne
632,University of Saskatchewan
633,University of Sydney
634,University of Western Australia
635,University of Zurich
636,Unser Lagerhaus Warenhandels-Gesellschaft mbH
637,URSUS S.A.
638,Väderstad
639,Väderstad AB
640,Väderstad Components AB (Väderstad)
641,Vaderstad Industries Inc. (Seed Hawk Inc.)
642,Vaderstad Kft
643,Valpadana (Argo)
644,Valtra (AGCO)
645,Vanderfield
646,Vermeer Corporation
647,Versatile (Rostselmash)
648,Versatile Ukraine
649,Vicon (Kubota)
650,VisioGreen
651,Vitesco Technologies
652,Vodafone Spain
653,Vodafone Turkey
654,Vogelsang GmbH & Co KG
655,Voronezhselmash
656,Vredo
657,VTB Group
658,WABCO Holdings Inc.
659,Wacker Neuson SE
660,Wageningen Universiteit en Researchcentrum
661,Weidemann (Wacker Neuson)
662,Wirtgen Group (Deere & Co.)
663,xarvio (BASF Digital Farming GmbH)
664,Xtreme Manufacturing
665,Yanmar
666,YANMAR HOLDINGS CO LTD
667,Yanmar Turkey Makine A.?.
668,YARA INTERNATIONAL ASA
669,YTO Group Corporation
670,ZAO Agrocomplex
671,Zasso Group AG
672,Zetor Tractors a.s.
673,ZF Friedrichshafen AG
674,ZG Raiffeisen eG
675,Zoetis Inc.
676,Zoomlion Heavy Machinery
677,Zuidberg
678,ZWL Holding GmbH
